Word,Lemmatized Noun,Lemmatized Adjective,Tag
state,state,state,n
self,self,self,n
frozen,frozen,frozen,n
time,time,time,n
horrific,horrific,horrific,a
experience,experience,experience,n
moment,moment,moment,n
occurrence,occurrence,occurrence,n
nothing,nothing,nothing,n
moment,moment,moment,n
small,small,small,a
number,number,number,n
prisoners,prisoner,prisoners,n
human,human,human,a
factory,factory,factory,n
subjectivity,subjectivity,subjectivity,n
intact,intact,intact,a
broken,broken,broken,n
regime,regime,regime,n
mistrust,mistrust,mistrust,n
fellow,fellow,fellow,n
others,others,others,n
kind,kind,kind,n
isolation,isolation,isolation,n
condition,condition,condition,n
dastgah,dastgah,dastgah,n
true,true,true,a
desire,desire,desire,n
isolation,isolation,isolation,n
way,way,way,n
inmates,inmate,inmates,n
unable,unable,unable,a
recognize,recognize,recognize,n
consequences,consequence,consequences,n
adventurous,adventurous,adventurous,a
actions,action,actions,n
outspoken,outspoken,outspoken,a
inmates,inmate,inmates,n
dastgah,dastgah,dastgah,a
others,others,others,n
collaborators,collaborator,collaborators,n
former,former,former,a
cellmates,cellmates,cellmates,n
prisoners,prisoner,prisoners,n
withdrawn,withdrawn,withdrawn,n
inmates,inmate,inmates,n
cynical,cynical,cynical,a
political,political,political,a
pessimists,pessimist,pessimists,n
withdraw,withdraw,withdraw,a
others,others,others,n
prisoners,prisoner,prisoners,n
irresponsible,irresponsible,irresponsible,a
adventurers,adventurer,adventurers,n
prisoners,prisoner,prisoners,n
superimposed,superimposed,superimposed,a
experiences,experience,experiences,n
emotions,emotion,emotions,n
views,view,views,n
political,political,political,a
affiliations,affiliation,affiliations,n
jail,jail,jail,n
time,time,time,n
others,others,others,n
deeper,deeper,deep,a
division,division,division,n
rest,rest,rest,a
prisoners,prisoner,prisoners,n
distance,distance,distance,n
pori,pori,pori,n
ten,ten,ten,a
months,month,months,n
isolation,isolation,isolation,n
haji,haji,haji,n
hell,hell,hell,n
imposed,imposed,imposed,a
isolation,isolation,isolation,n
self,self,self,n
double,double,double,a
imprisonment,imprisonment,imprisonment,n
pori,pori,pori,n
give,give,give,a
regime,regime,regime,n
condition,condition,condition,n
sign,sign,sign,n
letter,letter,letter,n
repugnance,repugnance,repugnance,n
release,release,release,n
years,year,years,n
short,short,short,a
dastgah,dastgah,dastgah,a
spent,spent,spent,a
days,day,days,n
soudabeh,soudabeh,soudabeh,n
newspapers,newspaper,newspapers,n
least,least,least,a
appeared,appeared,appeared,a
words,word,words,n
strong,strong,strong,a
bond,bond,bond,n
pain,pain,pain,n
years,year,years,n
imprisonment,imprisonment,imprisonment,a
challenges,challenge,challenges,n
world,world,world,n
footsteps,footstep,footsteps,a
giants,giant,giants,n
reference,reference,reference,n
former,former,former,a
political,political,political,a
prisoners,prisoner,prisoners,n
feel,feel,feel,a
deeper,deeper,deep,a
connection,connection,connection,n
family,family,family,n
members,member,members,n
pori,pori,pori,a
imprisonment,imprisonment,imprisonment,n
collaborators,collaborator,collaborators,n
process,process,process,n
regard,regard,regard,n
haji,haji,haji,n
davoud,davoud,davoud,a
human,human,human,a
machine,machine,machine,n
experiences,experience,experiences,n
lived,lived,lived,a
language,language,language,n
varied,varied,varied,a
person,person,person,n
male,male,male,n
prisoners,prisoner,prisoners,n
chosen,chosen,chosen,a
single,single,single,a
metaphor,metaphor,metaphor,n
taboota,taboota,taboota,n
place,place,place,n
live,live,live,a
months,month,months,n
initial,initial,initial,a
coinage,coinage,coinage,n
prisoners,prisoner,prisoners,n
men,men,men,n
women,woman,women,n
cells,cell,cells,n
ghabra,ghabra,ghabra,a
taboota,taboota,taboota,n
name,name,name,a
place,place,place,a
annihilation,annihilation,annihilation,n
prisoners,prisoner,prisoners,n
old,old,old,a
selves,self,selves,n
women,woman,women,n
alluded,alluded,alluded,a
ward,ward,ward,n
wooden,wooden,wooden,a
cells,cell,cells,n
others,others,others,n
gharantineh,gharantineh,gharantineh,a
quarantine,quarantine,quarantine,n
name,name,name,n
haji,haji,haji,a
davoud,davoud,davoud,a
prison,prison,prison,n
officials,official,officials,n
large,large,large,a
hall,hall,hall,a
ward,ward,ward,n
footsteps,footstep,footsteps,n
prisoners,prisoner,prisoners,n
different,different,different,a
periods,period,periods,n
punishment,punishment,punishment,n
name,name,name,n
dangerous,dangerous,dangerous,a
elements,element,elements,n
prisoners,prisoner,prisoners,n
quarantine,quarantine,quarantine,a
epidemics,epidemic,epidemics,n
dead,dead,dead,a
instance,instance,instance,n
term,term,term,n
taboota,taboota,taboota,n
former,former,former,a
prisoners,prisoner,prisoners,n
larger,larger,large,a
public,public,public,a
allude,allude,allude,n
unisex,unisex,unisex,a
experience,experience,experience,n
prisoners,prisoner,prisoners,n
wards,ward,wards,n
men,men,men,n
physical,physical,physical,a
resemblance,resemblance,resemblance,n
wooden,wooden,wooden,n
cells,cell,cells,n
argument,argument,argument,a
rests,rest,rests,n
assumptions,assumption,assumptions,n
stereotypical,stereotypical,stereotypical,a
view,view,view,n
men,men,men,n
practical,practical,practical,a
women,woman,women,n
reductive,reductive,reductive,a
notion,notion,notion,a
death,death,death,n
take,take,take,n
complexities,complexity,complexities,n
prisoners,prisoner,prisoners,n
experiences,experience,experiences,n
views,view,views,n
life,life,life,n
death,death,death,n
account,account,account,n
sense,sense,sense,n
haji,haji,haji,n
davoud,davoud,davoud,a
human,human,human,a
machine,machine,machine,n
term,term,term,n
male,male,male,a
female,female,female,n
prisoners,prisoner,prisoners,n
produce,produce,produce,n
desirable,desirable,desirable,a
humans,human,humans,n
destruction,destruction,destruction,n
prisoners,prisoner,prisoners,n
old,old,old,a
selves,self,selves,n
everyone,everyone,everyone,n
footsteps,footstep,footsteps,a
giants,giant,giants,n
ones,one,ones,n
example,example,example,n
names,name,names,n
coffins,coffin,coffins,n
graves,graf,graves,n
reinforce,reinforce,reinforce,n
prisoners,prisoner,prisoners,n
death,death,death,n
inevitable,inevitable,inevitable,a
destiny,destiny,destiny,a
ation,ation,ation,n
haji,haji,haji,n
project,project,project,n
death,death,death,n
mean,mean,mean,a
physical,physical,physical,a
ceasing,ceasing,ceasing,n
existence,existence,existence,n
death,death,death,n
language,language,language,n
men,men,men,n
women,woman,women,n
inmates,inmate,inmates,n
male,male,male,a
prisoners,prisoner,prisoners,n
word,word,word,n
zadan,zadan,zadan,n
refer,refer,refer,a
execution,execution,execution,n
execution,execution,execution,n
synonymous,synonymous,synonymous,a
true,true,true,a
torture,torture,torture,n
body,body,body,n
torturer,torturer,torturer,n
power,power,power,n
order,order,order,n
preserve,preserve,preserve,n
integrity,integrity,integrity,n
case,case,case,n
soul,soul,soul,n
inmates,inmate,inmates,n
body,body,body,n
body,body,body,n
meanings,meaning,meanings,n
life,life,life,n
death,death,death,n
men,men,men,n
zadan,zadan,zadan,a
mean,mean,mean,a
execution,execution,execution,n
interpret,interpret,interpret,a
fact,fact,fact,n
women,woman,women,n
distinguish,distinguish,distinguish,a
zadan,zadan,zadan,n
edm,edm,edm,n
execution,execution,execution,n
differences,difference,differences,n
languages,language,languages,n
experiences,experience,experiences,n
men,men,men,n
women,woman,women,n
women,woman,women,n
name,name,name,n
ward,ward,ward,n
cells,cell,cells,n
name,name,name,n
something,something,something,n
official,official,official,a
reference,reference,reference,n
example,example,example,n
refers,refers,refers,n
wooden,wooden,wooden,a
cells,cell,cells,n
footsteps,footstep,footsteps,a
giants,giant,giants,n
haji,haji,haji,a
word,word,word,n
takhta,takhta,takhta,n
small,small,small,a
space,space,space,n
size,size,size,n
small,small,small,a
single,single,single,a
bed,bed,bed,n
wooden,wooden,wooden,a
walls,wall,walls,n
sleep,sleep,sleep,a
refuse,refuse,refuse,n
name,name,name,n
place,place,place,n
single,single,single,a
term,term,term,n
women,woman,women,n
refusal,refusal,refusal,a
submit,submit,submit,n
single,single,single,a
possible,possible,possible,a
outcome,outcome,outcome,n
destiny,destiny,destiny,n
names,name,names,n
evidence,evidence,evidence,n
women,woman,women,n
navet,navet,navet,a
failure,failure,failure,n
understand,understand,understand,n
significance,significance,significance,n
torture,torture,torture,n
machine,machine,machine,n
limitations,limitation,limitations,n
human,human,human,a
capacity,capacity,capacity,n
pain,pain,pain,n
rare,rare,rare,a
hear,hear,hear,a
inadequacy,inadequacy,inadequacy,n
female,female,female,a
inmates,inmate,inmates,n
political,political,political,a
activism,activism,activism,n
imprisonment,imprisonment,imprisonment,a
course,course,course,n
number,number,number,n
men,men,men,n
imprisonment,imprisonment,imprisonment,a
shah,shah,shah,a
islamic,islamic,islamic,a
republic,republic,republic,n
women,woman,women,n
instance,instance,instance,n
women,woman,women,n
haji,haji,haji,a
term,term,term,n
human,human,human,a
machine,machine,machine,n
machine,machine,machine,n
unimaginative,unimaginative,unimaginative,a
act,act,act,n
mere,mere,mere,a
abbreviation,abbreviation,abbreviation,n
odd,odd,odd,a
words,word,words,n
utilized,utilized,utilized,a
prison,prison,prison,n
islamic,islamic,islamic,a
republic,republic,republic,n
words,word,words,n
someone,someone,someone,n
lead,lead,lead,n
someone,someone,someone,n
death,death,death,n
question,question,question,n
extent,extent,extent,n
language,language,language,n
speak,speak,speak,n
speak,speak,speak,a
language,language,language,n
otherly,otherly,otherly,a
worlds,world,worlds,n
words,word,words,n
way,way,way,n
present,present,present,a
world,world,world,n
way,way,way,n
corresponding,corresponding,corresponding,a
language,language,language,n
daily,daily,daily,a
life,life,life,n
jail,jail,jail,n
noise,noise,noise,n
years,year,years,n
pori,pori,pori,n
stop,stop,stop,a
sound,sound,sound,n
lash,lash,lash,n
air,air,air,n
inmates,inmate,inmates,n
bodies,body,bodies,n
flesh,flesh,flesh,a
looked,looked,looked,a
eyes,eye,eyes,n
zinat,zinat,zinat,n
former,former,former,a
cellmate,cellmate,cellmate,n
alienation,alienation,alienation,a
early,early,early,a
years,year,years,n
united,united,united,a
states,state,states,n
parties,party,parties,n
conversation,conversation,conversation,n
beautiful,beautiful,beautiful,a
dresses,dress,dresses,n
good,good,good,a
babes,babe,babes,a
fancy,fancy,fancy,a
cars,car,cars,n
real,real,real,a
torture,torture,torture,n
whole,whole,whole,a
day,day,day,n
impossible,impossible,impossible,a
situation,situation,situation,n
state,state,state,n
realize,realize,realize,n
selves,self,selves,n
recognition,recognition,recognition,n
others,others,others,n
free,free,free,a
power,power,power,n
particular,particular,particular,a
experiences,experience,experiences,n
political,political,political,a
prisoners,prisoner,prisoners,n
specific,specific,specific,a
moment,moment,moment,n
iranian,iranian,iranian,a
history,history,history,n
avoid,avoid,avoid,a
experience,experience,experience,n
act,act,act,n
cruelty,cruelty,cruelty,n
islamic,islamic,islamic,a
state,state,state,n
west,west,west,a
intimate,intimate,intimate,a
personal,personal,personal,a
experience,experience,experience,n
public,public,public,a
matter,matter,matter,n
evidence,evidence,evidence,n
document,document,document,n
prove,prove,prove,n
state,state,state,n
atrocity,atrocity,atrocity,n
footsteps,footstep,footsteps,a
giants,giant,giants,n
presence,presence,presence,n
prisoners,prisoner,prisoners,n
mad,mad,mad,a
overwhelming,overwhelming,overwhelming,a
chance,chance,chance,n
write,write,write,n
last,last,last,a
debate,debate,debate,n
mass,mass,mass,n
executions,execution,executions,n
iranian,iranian,iranian,a
political,political,political,a
prisoners,prisoner,prisoners,n
activists,activist,activists,n
prisoners,prisoner,prisoners,n
execution,execution,execution,n
last,last,last,a
moments,moment,moments,n
knowledge,knowledge,knowledge,n
difference,difference,difference,n
way,way,way,n
answered,answered,answered,a
questions,question,questions,n
court,court,court,n
life,life,life,n
death,death,death,n
male,male,male,n
prisoners,prisoner,prisoners,n
regime,regime,regime,a
conditions,condition,conditions,n
destiny,destiny,destiny,n
convince,convince,convince,n
others,others,others,n
imminent,imminent,imminent,a
death,death,death,n
strategies,strategy,strategies,n
hand,hand,hand,n
women,woman,women,n
periods,period,periods,n
torture,torture,torture,n
prison,prison,prison,n
loss,loss,loss,n
ones,one,ones,n
resistance,resistance,resistance,n
refusal,refusal,refusal,n
emotional,emotional,emotional,a
irrational,irrational,irrational,a
behavior,behavior,behavior,a
heroic,heroic,heroic,a
gesture,gesture,gesture,n
male,male,male,a
political,political,political,a
prisoners,prisoner,prisoners,n
families,family,families,n
necessary,necessary,necessary,a
response,response,response,n
situation,situation,situation,n
submission,submission,submission,n
vegetative,vegetative,vegetative,a
beings,being,beings,n
footsteps,footstep,footsteps,a
giants,giant,giants,n
subjective,subjective,subjective,a
debates,debate,debates,n
sides,side,sides,n
arguments,argument,arguments,n
assumption,assumption,assumption,a
death,death,death,n
silence,silence,silence,n
assumption,assumption,assumption,n
perplexing,perplexing,perplexing,n
accepted,accepted,accepted,a
prisoners,prisoner,prisoners,n
blurry,blurry,blurry,a
boundaries,boundary,boundaries,n
political,political,political,a
prisoners,prisoner,prisoners,n
interrogation,interrogation,interrogation,n
torture,torture,torture,n
silence,silence,silence,n
existence,existence,existence,n
death,death,death,n
hand,hand,hand,n
eloquence,eloquence,eloquence,n
greater,greater,great,a
space,space,space,n
communication,communication,communication,n
physical,physical,physical,a
existence,existence,existence,n
prisons,prison,prisons,n
unfit,unfit,unfit,a
inappropriate,inappropriate,inappropriate,a
nonconformist,nonconformist,nonconformist,n
rest,rest,rest,n
society,society,society,n
interrogators,interrogator,interrogators,n
prisoners,prisoner,prisoners,n
quality,quality,quality,n
level,level,level,n
prisoners,prisoner,prisoners,n
involvement,involvement,involvement,a
opposition,opposition,opposition,n
movement,movement,movement,n
position,position,position,n
organizations,organization,organizations,n
resistance,resistance,resistance,n
torture,torture,torture,n
gender,gender,gender,n
class,class,class,n
ethnic,ethnic,ethnic,a
identities,identity,identities,n
physical,physical,physical,a
appearance,appearance,appearance,n
prisoners,prisoner,prisoners,n
boundaries,boundary,boundaries,n
invisible,invisible,invisible,a
walls,wall,walls,n
prison,prison,prison,n
walls,wall,walls,n
prisoners,prisoner,prisoners,n
cannot,cannot,cannot,a
enter,enter,enter,n
give,give,give,a
lives,life,lives,n
sanity,sanity,sanity,n
suspicion,suspicion,suspicion,n
survivor,survivor,survivor,n
integrity,integrity,integrity,n
least,least,least,a
assumption,assumption,assumption,n
serious,serious,serious,a
threat,threat,threat,n
regime,regime,regime,n
dissident,dissident,dissident,a
survivor,survivor,survivor,n
guilt,guilt,guilt,a
aware,aware,aware,a
lives,life,lives,n
deaths,death,deaths,n
political,political,political,a
religious,religious,religious,a
affiliation,affiliation,affiliation,n
family,family,family,n
world,world,world,n
death,death,death,n
shuts,shuts,shuts,n
madness,madness,madness,n
ruptures,rupture,ruptures,n
body,body,body,n
existence,existence,existence,a
madness,madness,madness,n
touches,touch,touches,n
death,death,death,n
fiery,fiery,fiery,n
fingertips,fingertip,fingertips,n
flies,fly,flies,n
wings,wing,wings,n
doorstep,doorstep,doorstep,n
enter,enter,enter,a
world,world,world,n
dream,dream,dream,n
death,death,death,n
fills,fill,fills,n
gap,gap,gap,n
world,world,world,n
pieces,piece,pieces,n
person,person,person,n
travels,travel,travels,n
death,death,death,n
face,face,face,n
face,face,face,n
crossroads,crossroad,crossroads,n
unknown,unknown,unknown,a
world,world,world,n
sheer,sheer,sheer,a
physical,physical,physical,a
existence,existence,existence,n
distinguishes,distinguishes,distinguishes,n
death,death,death,n
mad,mad,mad,a
footsteps,footstep,footsteps,a
giants,giant,giants,n
radical,radical,radical,a
manner,manner,manner,n
strange,strange,strange,a
behavior,behavior,behavior,n
judgments,judgment,judgments,n
death,death,death,n
nothing,nothing,nothing,n
side,side,side,n
world,world,world,n
judge,judge,judge,n
death,death,death,n
face,face,face,n
face,face,face,n
foot,foot,foot,n
garden,garden,garden,n
ominous,ominous,ominous,a
darkness,darkness,darkness,n
isolated,isolated,isolated,a
rest,rest,rest,n
possibility,possibility,possibility,n
space,space,space,n
speak,speak,speak,n
parents,parent,parents,n
death,death,death,n
line,line,line,n
strange,strange,strange,a
world,world,world,n
madness,madness,madness,n
entrapment,entrapment,entrapment,a
lives,life,lives,n
briefly,briefly,briefly,a
world,world,world,n
threshold,threshold,threshold,n
madness,madness,madness,a
year,year,year,n
half,half,half,n
months,month,months,n
mahvash,mahvash,mahvash,a
physician,physician,physician,n
years,year,years,n
suicide,suicide,suicide,a
state,state,state,n
despair,despair,despair,n
space,space,space,n
silence,silence,silence,n
voice,voice,voice,n
roya,roya,roya,n
table,table,table,a
little,little,little,a
corner,corner,corner,n
cell,cell,cell,n
next,next,next,a
moment,moment,moment,n
death,death,death,n
continuous,continuous,continuous,a
hellish,hellish,hellish,a
agony,agony,agony,n
melancholy,melancholy,melancholy,a
stefania,stefania,stefania,n
pandolfo,pandolfo,pandolfo,n
impasse,impasse,impasse,n
angels,angel,angels,n
man,man,man,n
laugh,laugh,laugh,a
death,death,death,n
ward,ward,ward,n
feet,foot,feet,n
prisoners,prisoner,prisoners,n
fragile,fragile,fragile,n
body,body,body,n
prisoners,prisoner,prisoners,n
ward,ward,ward,n
eyes,eye,eyes,n
barked,barked,barked,n
sister,sister,sister,n
bakhtiyari,bakhtiyari,bakhtiyari,n
stop,stop,stop,n
barking,barking,barking,n
sister,sister,sister,a
title,title,title,n
prisoners,prisoner,prisoners,n
women,woman,women,n
guards,guard,guards,n
male,male,male,a
prison,prison,prison,n
personnel,personnel,personnel,n
guards,guard,guards,n
interrogators,interrogator,interrogators,n
brother,brother,brother,n
refusing,refusing,refusing,n
prison,prison,prison,n
officials,official,officials,n
sisters,sister,sisters,n
brothers,brother,brothers,n
reason,reason,reason,n
punishment,punishment,punishment,n
roya,roya,roya,n
roya,roya,roya,n
sister,sister,sister,n
bakhtiyari,bakhtiyari,bakhtiyari,n
notorious,notorious,notorious,a
guard,guard,guard,n
gohar,gohar,gohar,n
dasht,dasht,dasht,n
prison,prison,prison,n
wished,wished,wished,n
understand,understand,understand,a
guard,guard,guard,n
bark,bark,bark,n
crawl,crawl,crawl,n
roya,roya,roya,a
actualized,actualized,actualized,a
anticipation,anticipation,anticipation,n
torture,torture,torture,n
distinction,distinction,distinction,n
imaginary,imaginary,imaginary,a
real,real,real,a
torment,torment,torment,n
world,world,world,n
nightmares,nightmare,nightmares,n
terrain,terrain,terrain,a
perplexity,perplexity,perplexity,n
screamed,screamed,screamed,a
kept,kept,kept,a
busy,busy,busy,a
day,day,day,n
act,act,act,n
torture,torture,torture,a
humiliation,humiliation,humiliation,n
prison,prison,prison,n
brutal,brutal,brutal,a
hunters,hunter,hunters,n
opportunity,opportunity,opportunity,n
seize,seize,seize,n
prey,prey,prey,a
nights,night,nights,n
reality,reality,reality,a
day,day,day,n
night,night,night,n
roya,roya,roya,n
sister,sister,sister,n
good,good,good,a
girl,girl,girl,n
violate,violate,violate,n
rules,rule,rules,n
wall,wall,wall,n
cell,cell,cell,n
talk,talk,talk,n
cell,cell,cell,n
forth,forth,forth,a
side,side,side,n
side,side,side,n
desperate,desperate,desperate,a
gesture,gesture,gesture,n
escape,escape,escape,a
torture,torture,torture,n
paradox,paradox,paradox,n
children,child,children,n
savagery,savagery,savagery,a
yacine,yacine,yacine,n
kateb,kateb,kateb,n
years,year,years,n
old,old,old,a
dog,dog,dog,n
covered,covered,covered,a
black,black,black,a
scarf,scarf,scarf,n
head,head,head,n
shah,shah,shah,a
islamic,islamic,islamic,a
republic,republic,republic,n
torturers,torturer,torturers,n
prisoners,prisoner,prisoners,n
different,different,different,a
animals,animal,animals,n
roles,role,roles,n
dogs,dog,dogs,n
torturers,torturer,torturers,n
prisoner,prisoner,prisoner,n
donkeys,donkey,donkeys,n
student,student,student,n
high,high,high,a
school,school,school,n
sweet,sweet,sweet,n
brilliant,brilliant,brilliant,a
student,student,student,n
inmates,inmate,inmates,n
insane,insane,insane,n
evenings,evening,evenings,n
dog,dog,dog,a
hour,hour,hour,n
cell,cell,cell,n
corner,corner,corner,n
arms,arm,arms,n
knees,knee,knees,n
seventy,seventy,seventy,a
prisoners,prisoner,prisoners,n
evin,evin,evin,n
prison,prison,prison,n
ghezel,ghezel,ghezel,a
hesar,hesar,hesar,n
last,last,last,a
months,month,months,n
interrogation,interrogation,interrogation,n
torture,torture,torture,n
listen,listen,listen,a
confessions,confession,confessions,n
prisoners,prisoner,prisoners,n
prisoners,prisoner,prisoners,n
haji,haji,haji,a
davoud,davoud,davoud,n
dastgah,dastgah,dastgah,n
collaborate,collaborate,collaborate,a
interrogators,interrogator,interrogators,n
information,information,information,n
torture,torture,torture,n
rooms,room,rooms,n
place,place,place,n
dastgah,dastgah,dastgah,n
crazy,crazy,crazy,a
ruthless,ruthless,ruthless,n
collaborator,collaborator,collaborator,n
prison,prison,prison,n
officials,official,officials,n
jei,jei,jei,n
keh,keh,keh,n
arab,arab,arab,a
ney,ney,ney,n
andkht,andkht,andkht,a
place,place,place,n
legendary,legendary,legendary,a
arab,arab,arab,n
flutelike,flutelike,flutelike,a
musical,musical,musical,a
instrument,instrument,instrument,n
expression,expression,expression,n
roya,roya,roya,n
lost,lost,lost,a
outsiders,outsider,outsiders,n
desert,desert,desert,n
ghezel,ghezel,ghezel,a
hesar,hesar,hesar,n
days,day,days,n
big,big,big,a
hall,hall,hall,n
days,day,days,n
air,air,air,n
barzakh,barzakh,barzakh,n
hell,hell,hell,n
fire,fire,fire,n
torture,torture,torture,a
cannot,cannot,cannot,n
end,end,end,a
hope,hope,hope,n
interrogators,interrogator,interrogators,n
atmosphere,atmosphere,atmosphere,a
eternity,eternity,eternity,n
horror,horror,horror,n
prisoner,prisoner,prisoner,n
sight,sight,sight,a
possible,possible,possible,a
joy,joy,joy,a
end,end,end,n
tarnished,tarnished,tarnished,a
question,question,question,n
prisoner,prisoner,prisoner,n
end,end,end,a
woman,woman,woman,n
jail,jail,jail,n
precarious,precarious,precarious,a
moments,moment,moments,n
state,state,state,n
despair,despair,despair,n
end,end,end,n
torture,torture,torture,n
half,half,half,n
interrogators,interrogator,interrogators,n
idiots,idiot,idiots,n
state,state,state,n
mind,mind,mind,n
prisoner,prisoner,prisoner,n
moment,moment,moment,n
prisoners,prisoner,prisoners,n
friends,friend,friends,n
execution,execution,execution,n
state,state,state,n
last,last,last,a
night,night,night,n
sudden,sudden,sudden,a
anticipation,anticipation,anticipation,n
torments,torment,torments,n
dastgah,dastgah,dastgah,n
end,end,end,a
question,question,question,n
whole,whole,whole,a
process,process,process,n
result,result,result,n
prisoners,prisoner,prisoners,n
families,family,families,n
conflict,conflict,conflict,n
regime,regime,regime,n
system,system,system,n
punishment,punishment,punishment,n
grotesque,grotesque,grotesque,n
prison,prison,prison,n
metallic,metallic,metallic,a
door,door,door,n
small,small,small,a
hall,hall,hall,n
hundreds,hundred,hundreds,n
women,woman,women,n
bars,bar,bars,n
animals,animal,animals,n
cages,cage,cages,n
cells,cell,cells,n
main,main,main,a
hall,hall,hall,n
similar,similar,similar,a
black,black,black,a
metal,metal,metal,n
bars,bar,bars,n
cages,cage,cages,n
rooms,room,rooms,n
cells,cell,cells,n
different,different,different,a
wards,ward,wards,n
prison,prison,prison,n
zir,zir,zir,a
hasht,hasht,hasht,n
warden,warden,warden,a
office,office,office,n
waiting,waiting,waiting,n
cells,cell,cells,n
added,added,added,a
list,list,list,n
prisoners,prisoner,prisoners,n
women,woman,women,n
bars,bar,bars,n
bars,bar,bars,n
watch,watch,watch,a
time,time,time,n
idea,idea,idea,n
dastgah,dastgah,dastgah,a
new,new,new,a
ward,ward,ward,n
side,side,side,a
place,place,place,n
madhouse,madhouse,madhouse,n
days,day,days,n
image,image,image,n
noise,noise,noise,a
long,long,long,a
day,day,day,n
least,least,least,a
felt,felt,felt,a
eyes,eye,eyes,n
people,people,people,n
ward,ward,ward,a
guard,guard,guard,n
collaborators,collaborator,collaborators,n
guards,guard,guards,n
guard,guard,guard,a
male,male,male,n
female,female,female,a
situation,situation,situation,n
ward,ward,ward,a
office,office,office,n
head,head,head,n
former,former,former,a
leftist,leftist,leftist,a
homa,homa,homa,n
kalhor,kalhor,kalhor,n
friend,friend,friend,a
fellow,fellow,fellow,n
prisoners,prisoner,prisoners,n
prisoners,prisoner,prisoners,n
longer,longer,long,a
ones,one,ones,n
become,become,become,a
collaborators,collaborator,collaborators,n
homa,homa,homa,n
kalhor,kalhor,kalhor,n
head,head,head,n
ward,ward,ward,n
friend,friend,friend,n
pale,pale,pale,a
vomit,vomit,vomit,a
melancholic,melancholic,melancholic,a
evenings,evening,evenings,n
madness,madness,madness,n
bizarre,bizarre,bizarre,a
place,place,place,n
roya,roya,roya,n
first,first,first,a
time,time,time,n
prisoners,prisoner,prisoners,n
cells,cell,cells,n
lava,lava,lava,a
volcano,volcano,volcano,n
flights,flight,flights,n
interrogation,interrogation,interrogation,a
period,period,period,n
concerns,concern,concerns,n
prisoners,prisoner,prisoners,n
trauma,trauma,trauma,a
extends,extends,extends,n
prison,prison,prison,n
prisoners,prisoner,prisoners,n
feelings,feeling,feelings,n
time,time,time,n
day,day,day,n
years,year,years,n
saw,saw,saw,n
ward,ward,ward,n
ghezel,ghezel,ghezel,n
hesar,hesar,hesar,n
days,day,days,n
haji,haji,haji,a
dastgah,dastgah,dastgah,n
eighteen,eighteen,eighteen,a
knew,knew,knew,n
notorious,notorious,notorious,a
gohar,gohar,gohar,n
prison,prison,prison,n
long,long,long,a
time,time,time,n
roya,roya,roya,n
tortured,tortured,tortured,a
cell,cell,cell,n
light,light,light,a
several,several,several,a
nights,night,nights,n
common,common,common,a
punishment,punishment,punishment,n
gohar,gohar,gohar,n
mad,mad,mad,a
narrow,narrow,narrow,a
repetitive,repetitive,repetitive,a
pain,pain,pain,n
models,model,models,n
dimension,dimension,dimension,n
depth,depth,depth,n
space,space,space,n
walked,walked,walked,a
elaine,elaine,elaine,n
scarry,scarry,scarry,n
body,body,body,n
pain,pain,pain,n
interrogator,interrogator,interrogator,n
small,small,small,a
metallic,metallic,metallic,a
door,door,door,n
small,small,small,a
cell,cell,cell,n
told,told,told,a
sentence,sentence,sentence,n
floor,floor,floor,n
something,something,something,n
felt,felt,felt,a
monster,monster,monster,n
mouth,mouth,mouth,a
abdomen,abdomen,abdomen,n
huge,huge,huge,a
hole,hole,hole,n
evils,evil,evils,a
world,world,world,n
induce,induce,induce,n
pain,pain,pain,n
devastation,devastation,devastation,n
boot,boot,boot,n
severe,severe,severe,a
kick,kick,kick,n
deep,deep,deep,a
roya,roya,roya,a
prisoners,prisoner,prisoners,n
vain,vain,vain,n
attempts,attempt,attempts,n
corners,corner,corners,n
beatings,beating,beatings,n
advantage,advantage,advantage,n
torturers,torturer,torturers,n
trap,trap,trap,n
hunters,hunter,hunters,n
prey,prey,prey,n
roya,roya,roya,n
corner,corner,corner,n
cell,cell,cell,n
agony,agony,agony,a
memory,memory,memory,n
torture,torture,torture,n
memory,memory,memory,n
living,living,living,n
reality,reality,reality,n
mind,mind,mind,n
reenacted,reenacted,reenacted,a
scene,scene,scene,n
retreat,retreat,retreat,n
corner,corner,corner,n
cell,cell,cell,n
torture,torture,torture,n
torture,torture,torture,n
span,span,span,n
time,time,time,n
past,past,past,a
experiences,experience,experiences,n
present,present,present,a
moment,moment,moment,n
way,way,way,n
past,past,past,a
present,present,present,a
stark,stark,stark,n
contrast,contrast,contrast,n
modern,modern,modern,a
perceptions,perception,perceptions,n
precision,precision,precision,n
clear,clear,clear,a
distinctions,distinction,distinctions,n
dichotomies,dichotomy,dichotomies,n
world,world,world,n
delirium,delirium,delirium,n
borders,border,borders,n
accentuated,accentuated,accentuated,a
prisoners,prisoner,prisoners,n
traumatic,traumatic,traumatic,a
experiences,experience,experiences,n
memory,memory,memory,n
reality,reality,reality,n
roya,roya,roya,a
sister,sister,sister,n
bakhtiyari,bakhtiyari,bakhtiyari,a
punishment,punishment,punishment,n
past,past,past,n
present,present,present,a
present,present,present,a
past,past,past,a
places,place,places,n
dasht,dasht,dasht,a
meadow,meadow,meadow,n
jewel,jewel,jewel,n
